ID,Type,SKU,Name,Published,Short description,Description,Regular price,Sale price,Categories,Images,Stock,Manage stock,Backorders,Tax status,Tax class,Tags
,simple,F-BALL-JERSY-ARGENTINA,F/BALL JERSY ARGENTINA,1,F/BALL JERSY ARGENTINA - high-quality product in the Football category.,F/BALL JERSY ARGENTINA is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20JERSY%20ARGENTINA,10,yes,no,taxable,standard,
,simple,F-BALL-JERSY-BRAZIL,F/BALL JERSY BRAZIL,1,F/BALL JERSY BRAZIL - high-quality product in the Football category.,F/BALL JERSY BRAZIL is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20JERSY%20BRAZIL,10,yes,no,taxable,standard,
,simple,F-BALL-KROSS-WORLD,F/BALL KROSS WORLD,1,F/BALL KROSS WORLD - high-quality product in the Football category.,F/BALL KROSS WORLD is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20KROSS%20WORLD,10,yes,no,taxable,standard,
,simple,F-BALL-SHINNING-STAR,F/BALL SHINNING STAR,1,F/BALL SHINNING STAR - high-quality product in the Football category.,F/BALL SHINNING STAR is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20SHINNING%20STAR,10,yes,no,taxable,standard,
,simple,F-BALL-SHOE-TURF,F/BALL SHOE TURF,1,F/BALL SHOE TURF - high-quality product in the Football category.,F/BALL SHOE TURF is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20SHOE%20TURF,10,yes,no,taxable,standard,
,simple,F-BALL-SHOES,F/BALL SHOES,1,F/BALL SHOES - high-quality product in the Football category.,F/BALL SHOES is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20SHOES,10,yes,no,taxable,standard,
,simple,F-BALL-SHORTS,F/BALL SHORTS,1,F/BALL SHORTS - high-quality product in the Football category.,F/BALL SHORTS is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20SHORTS,10,yes,no,taxable,standard,
,simple,F-BALL-STOCKINGS-JOY-KNITT,F/BALL STOCKINGS JOY KNITT,1,F/BALL STOCKINGS JOY KNITT - high-quality product in the Football category.,F/BALL STOCKINGS JOY KNITT is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=F%2FBALL%20STOCKINGS%20JOY%20KNITT,10,yes,no,taxable,standard,
,simple,FIBER-SHEET-MASPRO,FIBER SHEET MASPRO,1,FIBER SHEET MASPRO - high-quality product in the fiber tape category.,FIBER SHEET MASPRO is a premium product designed for fiber tape training and matches. Ideal for athletes and sports enthusiasts.,999,,fiber tape,https://placehold.co/600x600/f5f5f5/333333.png?text=FIBER%20SHEET%20MASPRO,10,yes,no,taxable,standard,
,simple,FIBER-TAPE-ATOMOS-ACE,FIBER TAPE ATOMOS ACE,1,FIBER TAPE ATOMOS ACE - high-quality product in the fiber tape category.,FIBER TAPE ATOMOS ACE is a premium product designed for fiber tape training and matches. Ideal for athletes and sports enthusiasts.,999,,fiber tape,https://placehold.co/600x600/f5f5f5/333333.png?text=FIBER%20TAPE%20ATOMOS%20ACE,10,yes,no,taxable,standard,
,simple,FINAPPI-232-NEXT,FINAPPI 232 NEXT,1,FINAPPI 232 NEXT - high-quality Racket in the Badminton category.,FINAPPI 232 NEXT is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=FINAPPI%20232%20NEXT,10,yes,no,taxable,standard,
,simple,FINAPPI-XTRA-POWER,FINAPPI XTRA POWER,1,FINAPPI XTRA POWER - high-quality Racket in the Badminton category.,FINAPPI XTRA POWER is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=FINAPPI%20XTRA%20POWER,10,yes,no,taxable,standard,
,simple,FLAREON-100,FLAREON 100,1,FLAREON 100 - high-quality Racket in the Badminton category.,FLAREON 100 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=FLAREON%20100,10,yes,no,taxable,standard,
,simple,FLASH-LADDER-8MTR,FLASH LADDER 8MTR,1,FLASH LADDER 8MTR - high-quality product in the Athletics category.,FLASH LADDER 8MTR is a premium product designed for Athletics training and matches. Ideal for athletes and sports enthusiasts.,999,,Athletics,https://placehold.co/600x600/f5f5f5/333333.png?text=FLASH%20LADDER%208MTR,10,yes,no,taxable,standard,
,simple,FOOT-BALL-BIBS,FOOT BALL BIBS,1,FOOT BALL BIBS - high-quality product in the Foodball category.,FOOT BALL BIBS is a premium product designed for Foodball training and matches. Ideal for athletes and sports enthusiasts.,999,,Foodball,https://placehold.co/600x600/f5f5f5/333333.png?text=FOOT%20BALL%20BIBS,10,yes,no,taxable,standard,
,simple,ASICS-GEL-ROCKET-12,Asics GEL ROCKET 12,1,Asics GEL ROCKET 12 - high-quality Shoe in the Badminton category.,Asics GEL ROCKET 12 is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=Asics%20GEL%20ROCKET%2012,10,yes,no,taxable,standard,
,simple,G-FORCE-5900-SUPERLITE,G-FORCE 5900 SUPERLITE,1,G-FORCE 5900 SUPERLITE - high-quality Racket in the Badminton category.,G-FORCE 5900 SUPERLITE is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=G-FORCE%205900%20SUPERLITE,10,yes,no,taxable,standard,
,simple,G-FORCE-SUPERLITE-MAX-10,G-FORCE-SUPERLITE-MAX-10,1,G-FORCE-SUPERLITE-MAX-10 - high-quality Racket in the Badminton category.,G-FORCE-SUPERLITE-MAX-10 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=G-FORCE-SUPERLITE-MAX-10,10,yes,no,taxable,standard,
,simple,GLACIO-PACK-BD-KIT-PACK-HBCK-4M260,GLACIO PACK BD KIT PACK HBCK-4M260,1,GLACIO PACK BD KIT PACK HBCK-4M260 - high-quality Kit bag in the Badminton category.,GLACIO PACK BD KIT PACK HBCK-4M260 is a premium Kit bag designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Kit bag,https://placehold.co/600x600/f5f5f5/333333.png?text=GLACIO%20PACK%20BD%20KIT%20PACK%20HBCK-4,10,yes,no,taxable,standard,
,simple,GOAL-KEEPER-GLOVES,GOAL KEEPER GLOVES,1,GOAL KEEPER GLOVES - high-quality product in the Foodball category.,GOAL KEEPER GLOVES is a premium product designed for Foodball training and matches. Ideal for athletes and sports enthusiasts.,999,,Foodball,https://placehold.co/600x600/f5f5f5/333333.png?text=GOAL%20KEEPER%20GLOVES,10,yes,no,taxable,standard,
,simple,GOSEN-DELTA-PHASE-2,GOSEN DELTA PHASE 2,1,GOSEN DELTA PHASE 2 - high-quality String in the Badminton category.,GOSEN DELTA PHASE 2 is a premium String designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > String,https://placehold.co/600x600/f5f5f5/333333.png?text=GOSEN%20DELTA%20PHASE%202,10,yes,no,taxable,standard,
,simple,GRAYNICOILLS-CATCHING-GLOVES,GRAYNICOILLS CATCHING GLOVES,1,GRAYNICOILLS CATCHING GLOVES - high-quality product in the Cricket category.,GRAYNICOILLS CATCHING GLOVES is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=GRAYNICOILLS%20CATCHING%20GLOVES,10,yes,no,taxable,standard,
,simple,GYM-GLOVES-DIPAK,GYM GLOVES DIPAK,1,GYM GLOVES DIPAK - high-quality product in the Fitness category.,GYM GLOVES DIPAK is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=GYM%20GLOVES%20DIPAK,10,yes,no,taxable,standard,
,simple,GYM-FBALL-BAG-MASTRO,GYM/FBALL BAG MASTRO,1,GYM/FBALL BAG MASTRO - high-quality product in the Gym bag category.,GYM/FBALL BAG MASTRO is a premium product designed for Gym bag training and matches. Ideal for athletes and sports enthusiasts.,999,,Gym bag,https://placehold.co/600x600/f5f5f5/333333.png?text=GYM%2FFBALL%20BAG%20MASTRO,10,yes,no,taxable,standard,
,simple,HALBERTEC-2000-3U,HALBERTEC-2000 3U,1,HALBERTEC-2000 3U - high-quality Shoe in the Badminton category.,HALBERTEC-2000 3U is a premium Shoe designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=HALBERTEC-2000%203U,10,yes,no,taxable,standard,
,simple,HAND-ALL-NET-FALCON,HAND ALL NET FALCON,1,HAND ALL NET FALCON - high-quality product in the Hand Ball category.,HAND ALL NET FALCON is a premium product designed for Hand Ball training and matches. Ideal for athletes and sports enthusiasts.,999,,Hand Ball,https://placehold.co/600x600/f5f5f5/333333.png?text=HAND%20ALL%20NET%20FALCON,10,yes,no,taxable,standard,
,simple,HAND-BALL-TRAINER-MEN,HAND BALL TRAINER MEN,1,HAND BALL TRAINER MEN - high-quality product in the Hand Ball category.,HAND BALL TRAINER MEN is a premium product designed for Hand Ball training and matches. Ideal for athletes and sports enthusiasts.,999,,Hand Ball,https://placehold.co/600x600/f5f5f5/333333.png?text=HAND%20BALL%20TRAINER%20MEN,10,yes,no,taxable,standard,
,simple,HAND-PUMP,HAND PUMP,1,HAND PUMP - high-quality product in the Football category.,HAND PUMP is a premium product designed for Football training and matches. Ideal for athletes and sports enthusiasts.,999,,Football,https://placehold.co/600x600/f5f5f5/333333.png?text=HAND%20PUMP,10,yes,no,taxable,standard,
,simple,HEAD-BAND,HEAD BAND,1,HEAD BAND - high-quality Sweat Band in the Badminton category.,HEAD BAND is a premium Sweat Band designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Sweat Band,https://placehold.co/600x600/f5f5f5/333333.png?text=HEAD%20BAND,10,yes,no,taxable,standard,
,simple,HELMET-BLAZETECH-M,HELMET BLAZETECH M,1,HELMET BLAZETECH M - high-quality product in the Cricket category.,HELMET BLAZETECH M is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=HELMET%20BLAZETECH%20M,10,yes,no,taxable,standard,
,simple,HELMET-BLAZETECH-S,HELMET BLAZETECH S,1,HELMET BLAZETECH S - high-quality product in the Cricket category.,HELMET BLAZETECH S is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=HELMET%20BLAZETECH%20S,10,yes,no,taxable,standard,
,simple,HELMET-BLAZETECH-XL,HELMET BLAZETECH XL,1,HELMET BLAZETECH XL - high-quality product in the Cricket category.,HELMET BLAZETECH XL is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=HELMET%20BLAZETECH%20XL,10,yes,no,taxable,standard,
,simple,HELMET-PRINCE-M,HELMET PRINCE M,1,HELMET PRINCE M - high-quality product in the Cricket category.,HELMET PRINCE M is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=HELMET%20PRINCE%20M,10,yes,no,taxable,standard,
,simple,HELMET-PRINCE-S,HELMET PRINCE S,1,HELMET PRINCE S - high-quality product in the Cricket category.,HELMET PRINCE S is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=HELMET%20PRINCE%20S,10,yes,no,taxable,standard,
,simple,HURDLES-12-INCH,HURDLES 12 INCH,1,HURDLES 12 INCH - high-quality product in the Hurdles category.,HURDLES 12 INCH is a premium product designed for Hurdles training and matches. Ideal for athletes and sports enthusiasts.,999,,Hurdles,https://placehold.co/600x600/f5f5f5/333333.png?text=HURDLES%2012%20INCH,10,yes,no,taxable,standard,
,simple,HURDLES-6INCH,HURDLES 6INCH,1,HURDLES 6INCH - high-quality product in the Hurdles category.,HURDLES 6INCH is a premium product designed for Hurdles training and matches. Ideal for athletes and sports enthusiasts.,999,,Hurdles,https://placehold.co/600x600/f5f5f5/333333.png?text=HURDLES%206INCH,10,yes,no,taxable,standard,
,simple,HYPERSPEED,HYPERSPEED,1,HYPERSPEED - high-quality product in the Shoe category.,HYPERSPEED is a premium product designed for Shoe training and matches. Ideal for athletes and sports enthusiasts.,999,,Shoe,https://placehold.co/600x600/f5f5f5/333333.png?text=HYPERSPEED,10,yes,no,taxable,standard,
,simple,IGNITE-8,IGNITE 8,1,IGNITE 8 - high-quality Racket in the Badminton category.,IGNITE 8 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=IGNITE%208,10,yes,no,taxable,standard,
,simple,INNER-GLOVES-SS-CLUB,INNER GLOVES SS CLUB,1,INNER GLOVES SS CLUB - high-quality product in the Cricket category.,INNER GLOVES SS CLUB is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=INNER%20GLOVES%20SS%20CLUB,10,yes,no,taxable,standard,
,simple,KAMATCHI-WIND-BALL,KAMATCHI WIND BALL,1,KAMATCHI WIND BALL - high-quality product in the Cricket category.,KAMATCHI WIND BALL is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KAMATCHI%20WIND%20BALL,10,yes,no,taxable,standard,
,simple,KARATE-CHEST-GUARD,KARATE CHEST GUARD,1,KARATE CHEST GUARD - high-quality product in the Karate category.,KARATE CHEST GUARD is a premium product designed for Karate training and matches. Ideal for athletes and sports enthusiasts.,999,,Karate,https://placehold.co/600x600/f5f5f5/333333.png?text=KARATE%20CHEST%20GUARD,10,yes,no,taxable,standard,
,simple,KARATE-GLOVES,KARATE GLOVES,1,KARATE GLOVES - high-quality product in the Karate category.,KARATE GLOVES is a premium product designed for Karate training and matches. Ideal for athletes and sports enthusiasts.,999,,Karate,https://placehold.co/600x600/f5f5f5/333333.png?text=KARATE%20GLOVES,10,yes,no,taxable,standard,
,simple,KARATE-HEAD-GUARD,KARATE HEAD GUARD,1,KARATE HEAD GUARD - high-quality product in the Karate category.,KARATE HEAD GUARD is a premium product designed for Karate training and matches. Ideal for athletes and sports enthusiasts.,999,,Karate,https://placehold.co/600x600/f5f5f5/333333.png?text=KARATE%20HEAD%20GUARD,10,yes,no,taxable,standard,
,simple,KARATE-SHIN-PAD,KARATE SHIN PAD,1,KARATE SHIN PAD - high-quality product in the Karate category.,KARATE SHIN PAD is a premium product designed for Karate training and matches. Ideal for athletes and sports enthusiasts.,999,,Karate,https://placehold.co/600x600/f5f5f5/333333.png?text=KARATE%20SHIN%20PAD,10,yes,no,taxable,standard,
,simple,KAWASAKI-CLACIER,KAWASAKI CLACIER,1,KAWASAKI CLACIER - high-quality Racket in the Badminton category.,KAWASAKI CLACIER is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=KAWASAKI%20CLACIER,10,yes,no,taxable,standard,
,simple,KNEE-CAP-ROUNDED-BOYS,KNEE CAP ROUNDED BOYS,1,KNEE CAP ROUNDED BOYS - high-quality product in the Fitness category.,KNEE CAP ROUNDED BOYS is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=KNEE%20CAP%20ROUNDED%20BOYS,10,yes,no,taxable,standard,
,simple,KNEE-CAP-ROUNDED-SR,KNEE CAP ROUNDED SR,1,KNEE CAP ROUNDED SR - high-quality product in the Fitness category.,KNEE CAP ROUNDED SR is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=KNEE%20CAP%20ROUNDED%20SR,10,yes,no,taxable,standard,
,simple,KTR-BADMINTON-NET-NYLON,KTR BADMINTON NET NYLON,1,KTR BADMINTON NET NYLON - high-quality Kit bag in the Badminton category.,KTR BADMINTON NET NYLON is a premium Kit bag designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Kit bag,https://placehold.co/600x600/f5f5f5/333333.png?text=KTR%20BADMINTON%20NET%20NYLON,10,yes,no,taxable,standard,
,simple,KUMPOO-E58,KUMPOO E58,1,KUMPOO E58 - high-quality Racket in the Badminton category.,KUMPOO E58 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=KUMPOO%20E58,10,yes,no,taxable,standard,
,simple,KUMPOO-E88,KUMPOO E88,1,KUMPOO E88 - high-quality Racket in the Badminton category.,KUMPOO E88 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=KUMPOO%20E88,10,yes,no,taxable,standard,
,simple,KUMPOO-K01,KUMPOO K01,1,KUMPOO K01 - high-quality Racket in the Badminton category.,KUMPOO K01 is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=KUMPOO%20K01,10,yes,no,taxable,standard,
,simple,KW-CR-BAR-HARROW,KW CR BAR HARROW,1,KW CR BAR HARROW - high-quality product in the Cricket category.,KW CR BAR HARROW is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAR%20HARROW,10,yes,no,taxable,standard,
,simple,KW-CR-BAR-SINGLE-BLADE,KW CR BAR SINGLE BLADE,1,KW CR BAR SINGLE BLADE - high-quality product in the Cricket category.,KW CR BAR SINGLE BLADE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAR%20SINGLE%20BLADE,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-1ST-GRADE,KW CR BAT 1ST GRADE,1,KW CR BAT 1ST GRADE - high-quality product in the Cricket category.,KW CR BAT 1ST GRADE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%201ST%20GRADE,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-DOUBLE-BLADE,KW CR BAT DOUBLE BLADE,1,KW CR BAT DOUBLE BLADE - high-quality product in the Cricket category.,KW CR BAT DOUBLE BLADE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%20DOUBLE%20BLADE,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-LEAT-FULL-SIZE,KW CR BAT LEAT FULL SIZE,1,KW CR BAT LEAT FULL SIZE - high-quality product in the Cricket category.,KW CR BAT LEAT FULL SIZE is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%20LEAT%20FULL%20SIZE,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-NURTURED,KW CR BAT NURTURED,1,KW CR BAT NURTURED - high-quality product in the Cricket category.,KW CR BAT NURTURED is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%20NURTURED,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-SIZE-4,KW CR BAT SIZE 4,1,KW CR BAT SIZE 4 - high-quality product in the Cricket category.,KW CR BAT SIZE 4 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%20SIZE%204,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-SIZE-5,KW CR BAT SIZE 5,1,KW CR BAT SIZE 5 - high-quality product in the Cricket category.,KW CR BAT SIZE 5 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%20SIZE%205,10,yes,no,taxable,standard,
,simple,KW-CR-BAT-SIZE-6,KW CR BAT SIZE 6,1,KW CR BAT SIZE 6 - high-quality product in the Cricket category.,KW CR BAT SIZE 6 is a premium product designed for Cricket training and matches. Ideal for athletes and sports enthusiasts.,999,,Cricket,https://placehold.co/600x600/f5f5f5/333333.png?text=KW%20CR%20BAT%20SIZE%206,10,yes,no,taxable,standard,
,simple,LEG-WEIGHT-BELT-1-5-KG,LEG WEIGHT BELT 1.5 KG,1,LEG WEIGHT BELT 1.5 KG - high-quality product in the Fitness category.,LEG WEIGHT BELT 1.5 KG is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=LEG%20WEIGHT%20BELT%201.5%20KG,10,yes,no,taxable,standard,
,simple,LEG-WEIGHT-BELT-1KG,LEG WEIGHT BELT 1KG,1,LEG WEIGHT BELT 1KG - high-quality product in the Fitness category.,LEG WEIGHT BELT 1KG is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=LEG%20WEIGHT%20BELT%201KG,10,yes,no,taxable,standard,
,simple,LEG-WEIGHT-BELT-2KG,LEG WEIGHT BELT 2KG,1,LEG WEIGHT BELT 2KG - high-quality product in the Fitness category.,LEG WEIGHT BELT 2KG is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=LEG%20WEIGHT%20BELT%202KG,10,yes,no,taxable,standard,
,simple,LEW-BOXING-GLOVES-10,LEW BOXING GLOVES -10,1,LEW BOXING GLOVES -10 - high-quality product in the Boxing category.,LEW BOXING GLOVES -10 is a premium product designed for Boxing training and matches. Ideal for athletes and sports enthusiasts.,999,,Boxing,https://placehold.co/600x600/f5f5f5/333333.png?text=LEW%20BOXING%20GLOVES%20-10,10,yes,no,taxable,standard,
,simple,LEW-BOXING-GLOVES-8-6,LEW BOXING GLOVES -8 &6,1,LEW BOXING GLOVES -8 &6 - high-quality product in the Fitness category.,LEW BOXING GLOVES -8 &6 is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=LEW%20BOXING%20GLOVES%20-8%20%266,10,yes,no,taxable,standard,
,simple,LINING-NO-1-BOOST,LINING NO 1 BOOST,1,LINING NO 1 BOOST - high-quality String in the Badminton category.,LINING NO 1 BOOST is a premium String designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > String,https://placehold.co/600x600/f5f5f5/333333.png?text=LINING%20NO%201%20BOOST,10,yes,no,taxable,standard,
,simple,LOOP-BAND-BLUE-SR-15,LOOP BAND BLUE SR 15,1,LOOP BAND BLUE SR 15 - high-quality product in the Fitness category.,LOOP BAND BLUE SR 15 is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=LOOP%20BAND%20BLUE%20SR%2015,10,yes,no,taxable,standard,
,simple,MARTINAM-SHOES,MARTINAM SHOES,1,MARTINAM SHOES - high-quality product in the running category.,MARTINAM SHOES is a premium product designed for running training and matches. Ideal for athletes and sports enthusiasts.,999,,running,https://placehold.co/600x600/f5f5f5/333333.png?text=MARTINAM%20SHOES,10,yes,no,taxable,standard,
,simple,MASPRO-ANKLET,MASPRO ANKLET,1,MASPRO ANKLET - high-quality product in the Fitness category.,MASPRO ANKLET is a premium product designed for Fitness training and matches. Ideal for athletes and sports enthusiasts.,999,,Fitness,https://placehold.co/600x600/f5f5f5/333333.png?text=MASPRO%20ANKLET,10,yes,no,taxable,standard,
,simple,MASPRO-CAP,MASPRO CAP,1,MASPRO CAP - high-quality product in the cap category.,MASPRO CAP is a premium product designed for cap training and matches. Ideal for athletes and sports enthusiasts.,999,,cap,https://placehold.co/600x600/f5f5f5/333333.png?text=MASPRO%20CAP,10,yes,no,taxable,standard,
,simple,MASPRO-COINS-ACRYLIC,MASPRO COINS ACRYLIC,1,MASPRO COINS ACRYLIC - high-quality product in the carrom coins category.,MASPRO COINS ACRYLIC is a premium product designed for carrom coins training and matches. Ideal for athletes and sports enthusiasts.,999,,carrom coins,https://placehold.co/600x600/f5f5f5/333333.png?text=MASPRO%20COINS%20ACRYLIC,10,yes,no,taxable,standard,
,simple,MAVIS-200I-GREEN,MAVIS 200I GREEN,1,MAVIS 200I GREEN - high-quality Cork in the Badminton category.,MAVIS 200I GREEN is a premium Cork designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Cork,https://placehold.co/600x600/f5f5f5/333333.png?text=MAVIS%20200I%20GREEN,10,yes,no,taxable,standard,
,simple,MAVIS-350,MAVIS 350,1,MAVIS 350 - high-quality Cork in the Badminton category.,MAVIS 350 is a premium Cork designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Cork,https://placehold.co/600x600/f5f5f5/333333.png?text=MAVIS%20350,10,yes,no,taxable,standard,
,simple,MAX-BOLT-BLACK,MAX BOLT BLACK,1,MAX BOLT BLACK - high-quality Racket in the Badminton category.,MAX BOLT BLACK is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAX%20BOLT%20BLACK,10,yes,no,taxable,standard,
,simple,MAX-BOLT-THUNDERBOLT,MAX BOLT THUNDERBOLT,1,MAX BOLT THUNDERBOLT - high-quality Racket in the Badminton category.,MAX BOLT THUNDERBOLT is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAX%20BOLT%20THUNDERBOLT,10,yes,no,taxable,standard,
,simple,MAXBOLT-BLACK-WOVEN,MAXBOLT BLACK WOVEN,1,MAXBOLT BLACK WOVEN - high-quality Racket in the Badminton category.,MAXBOLT BLACK WOVEN is a premium Racket designed for Badminton training and matches. Ideal for athletes and sports enthusiasts.,999,,Badminton > Racket,https://placehold.co/600x600/f5f5f5/333333.png?text=MAXBOLT%20BLACK%20WOVEN,10,yes,no,taxable,standard,
